3.075817378572765e-12 + 0.0im
-9.587053373394383e-13 + 0.0im
1.1854128789678953e-11 + 0.0im
6.719631795437664e-12 + 0.0im
8.838763054797028e-13 + 0.0im
3.721585539739891e-12 + 0.0im
2.3681334671010745e-12 + 0.0im
-2.3030605200702325e-12 + 0.0im
4.520314678124748e-12 + 0.0im
-4.81341355662579e-12 + 0.0im
-3.4119235214902233e-12 + 0.0im
4.893647986836669e-12 + 0.0im
-6.41985076210716e-12 + 0.0im
2.164574075536052e-11 + 0.0im
1.303343544201141e-11 + 0.0im
3.0041941156966345e-12 + 0.0im
2.1372653646878348e-11 + 0.0im
1.060753915260726e-11 + 0.0im
-4.762350236386936e-12 + 0.0im
-4.47140935389001e-12 + 0.0im
1.0538427769324343e-11 + 0.0im
-1.5579537659959897e-11 + 0.0im
1.1153716839018557e-12 + 0.0im
-1.7395390683461187e-12 + 0.0im
-1.4805906500825472e-11 + 0.0im
-2.138692001274478e-12 + 0.0im
-8.91996199126055e-12 + 0.0im
-9.261653943770654e-12 + 0.0im
-1.5530840502542276e-12 + 0.0im
-7.585113093178109e-12 + 0.0im
1.2204154353767649e-11 + 0.0im
1.3535089715688287e-11 + 0.0im
-6.278838560191957e-12 + 0.0im
1.488872913846251e-11 + 0.0im
7.238376564799864e-13 + 0.0im
7.728671869156045e-12 + 0.0im
1.470160104766194e-11 + 0.0im
-1.6139728442610135e-11 + 0.0im
-8.619022162648093e-12 + 0.0im
-2.2734453208883565e-12 + 0.0im
-1.653097103648804e-11 + 0.0im
-4.408889919815806e-12 + 0.0im
8.142653218357054e-12 + 0.0im
1.1397993660011707e-11 + 0.0im
-3.750166843730085e-12 + 0.0im
3.5374897455753285e-12 + 0.0im
2.2884610872964117e-12 + 0.0im
-4.312999610234236e-12 + 0.0im
4.859626590025812e-12 + 0.0im
4.947653398090779e-12 + 0.0im
5.047073869945962e-13 + 0.0im
1.9807301632202012e-11 + 0.0im
4.954731069872764e-12 + 0.0im
-2.4387207531173516e-11 + 0.0im
-1.2885942313189958e-12 + 0.0im
-2.223342690510499e-11 + 0.0im
-2.5282886895183765e-11 + 0.0im
5.3365367680413556e-12 + 0.0im
-1.946554029075287e-12 + 0.0im
-1.622890710706315e-11 + 0.0im
5.342171149891328e-12 + 0.0im
-4.441877421434981e-12 + 0.0im
-3.4689889849559563e-12 + 0.0im
-3.932618120039422e-12 + 0.0im
-5.421052495790946e-12 + 0.0im
2.3594425024864307e-11 + 0.0im
6.420752818314668e-12 + 0.0im
1.4327962427618246e-11 + 0.0im
